Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,Expected Loss (in Rs.)
4334,21.57,23.77,0.0049,8056.977389999999
4335,11.51,0.02,0.0035,4027.6943
4336,20.76,6.36,0.0036,6998.279039999999
4337,21.16,23.35,0.004,6487.656
4338,11.55,29.82,0.0069,5592.9951
4339,19.23,20.92,0.0048,7299.400319999999
4340,9.85,12.31,0.0035,3023.11275
4341,9.22,34.6,0.0075,4522.41
4342,15.99,10.37,0.0051,7309.236870000001
4343,17.41,13.52,0.0072,10840.440959999998
4344,24.5,38.47,0.0014,2110.479
4345,1.22,2.62,0.0013,154.44468
4346,22.22,28.74,0.0056,8867.02432
4347,11.66,19.57,0.0054,5064.19452
4348,6.59,37.7,0.0038,1560.1166
4349,1.66,33.44,0.0074,817.62304
4350,2.85,3.93,0.0005,136.89975
4351,19.03,28.0,0.0089,12194.424
4352,16.26,29.32,0.0061,7010.466480000001
4353,1.73,32.84,0.0097,1127.01196
4354,4.82,28.54,0.0043,1481.07996
4355,2.73,32.51,0.0006,110.54862
4356,15.63,26.66,0.007,8024.129400000001
4357,22.93,21.82,0.0001,179.26674
4358,3.39,2.45,0.0032,1058.2224000000003
4359,11.16,18.72,0.0019,1723.46112
4360,8.12,29.03,0.0082,4725.466480000001
4361,12.57,4.93,0.0051,6094.65249
4362,0.94,26.51,0.0084,580.2770399999999
4363,2.61,39.82,0.0093,1460.7491399999997
4364,5.13,12.8,0.0086,3847.0896
4365,23.81,6.89,0.0086,19065.76226
4366,20.27,15.28,0.0006,1030.3646399999998
4367,22.82,30.55,0.0059,9350.6091
4368,7.59,16.24,0.0054,3432.9873600000005
4369,20.65,27.38,0.0018,2699.2853999999993
4370,17.92,21.66,0.002,2807.7056000000002
4371,15.23,22.68,0.0003,353.27508
4372,18.46,37.66,0.0083,9551.610120000001
4373,12.21,25.38,0.0096,8746.65792
4374,22.8,31.41,0.0048,7506.489599999999
4375,12.92,23.07,0.0046,4572.10376
4376,7.55,20.71,0.0097,5806.803149999999
4377,24.96,16.0,0.0011,2306.304
4378,13.17,21.96,0.0053,5447.270039999999
4379,24.56,19.82,0.0043,8467.64944
4380,17.04,18.91,0.01,13817.736
4381,4.3,37.11,0.0096,2596.0991999999997
4382,4.05,38.37,0.0057,1422.7285500000003
4383,6.54,26.75,0.0059,2826.4245
4384,24.03,21.69,0.0089,16747.92477
4385,10.1,37.53,0.003,1892.841
4386,20.32,4.15,0.0023,4479.6456
4387,14.28,5.95,0.0082,11012.8788
4388,16.64,11.3,0.0013,1918.7584000000002
4389,10.13,38.77,0.0052,3225.3514800000003
4390,12.18,20.49,0.0021,2033.7067799999998
4391,1.36,8.35,0.003,373.932
4392,9.81,31.47,0.0069,4638.72717
4393,0.47,5.72,0.0003,13.293479999999997
4394,8.89,19.48,0.0031,2219.0506800000003
4395,17.55,33.95,0.0001,115.91774999999998
4396,19.29,23.21,0.0063,9332.05833
4397,16.84,24.92,0.0087,10999.82064
4398,17.4,15.37,0.0066,9718.909199999998
4399,1.75,13.33,0.0057,864.5332500000002
4400,24.3,39.44,0.0014,2060.2512
4401,9.41,20.72,0.0014,1044.43472
4402,20.56,32.48,0.0024,3331.7068799999997
4403,24.54,0.1,0.0015,3677.3190000000004
4404,20.96,36.58,0.0002,265.8566400000001
4405,12.85,37.22,0.0011,887.3953
4406,17.79,24.62,0.0006,804.6061199999999
4407,6.91,5.55,0.0054,3524.3073
4408,17.85,27.07,0.0094,12236.924700000003
4409,6.07,19.92,0.0081,3937.29336
4410,3.45,12.16,0.0082,2484.9936
4411,0.34,27.88,0.007,171.64560000000003
4412,17.48,8.12,0.0072,11563.64928
4413,9.12,16.61,0.0007,532.3617599999999
4414,13.31,35.13,0.007,6043.937900000001
4415,19.28,32.12,0.0052,6805.377280000001
4416,8.42,23.27,0.0014,904.49324
4417,7.8,32.55,0.0089,4682.379000000001
4418,13.91,25.29,0.0035,3637.2563499999997
4419,1.46,32.24,0.0031,306.68175999999994
4420,20.73,26.69,0.0067,10182.09921
4421,18.22,8.69,0.0052,8651.074639999999
4422,16.96,12.39,0.0062,9212.36672
4423,17.64,15.3,0.0064,9562.2912
4424,13.4,11.68,0.0055,6509.184
4425,1.92,6.5,0.0038,682.1759999999999
4426,6.68,24.0,0.0036,1827.6480000000001
4427,18.04,18.48,0.0033,4853.04864
4428,21.92,34.64,0.0054,7736.532480000001
4429,14.02,32.65,0.0088,8309.3736
4430,22.47,28.76,0.006,9604.576799999999
4431,1.98,2.15,0.0059,1143.0837
4432,11.87,5.54,0.006,6727.441199999999
4433,9.07,7.88,0.0016,1336.84544
4434,11.37,21.55,0.004,3567.906
4435,6.35,32.97,0.0082,3490.2520999999997
4436,17.15,27.95,0.0057,7043.2477499999995
4437,19.48,14.8,0.008,13277.568000000001
4438,17.0,1.74,0.0006,1002.252
4439,12.9,24.75,0.0091,8833.5975
4440,15.57,3.16,0.0057,8594.453160000001
4441,16.73,0.97,0.0088,14579.59272
4442,15.92,29.1,0.0016,1805.9648000000002
4443,4.32,8.6,0.0077,3040.3296000000005
4444,8.21,28.09,0.0005,295.19055000000003
4445,19.74,4.13,0.0097,18356.995859999995
4446,0.12,35.69,0.0011,8.48892
4447,11.4,24.26,0.0098,8461.6728
4448,1.12,34.77,0.0093,679.43568
4449,15.87,10.85,0.0055,7781.457749999998
4450,0.27,35.96,0.0074,127.95192
4451,24.71,6.43,0.0077,17803.283190000002
4452,23.5,36.23,0.0076,11389.322000000002
4453,24.57,13.44,0.0072,15312.810240000003
4454,22.54,4.96,0.0042,8997.24672
4455,23.75,31.0,0.0011,1802.625
4456,24.69,12.97,0.0036,7735.574520000001
4457,24.07,17.11,0.0093,18555.00939
4458,24.43,29.94,0.0049,8386.672419999999
4459,21.42,39.95,0.0049,6302.727900000001
4460,18.74,1.57,0.0097,17892.40854
4461,7.01,12.94,0.0074,4516.15044
4462,5.95,0.9,0.0049,2889.2605000000003
4463,4.13,6.34,0.0017,657.58686
4464,23.97,29.16,0.0077,13074.86796
4465,8.31,19.58,0.0009,601.4611800000001
4466,22.53,7.45,0.0069,14387.54535
4467,12.44,24.53,0.0022,2065.46296
4468,13.13,37.52,0.0044,3609.5945600000005
4469,14.56,9.96,0.0019,2490.86656
4470,1.04,3.53,0.0052,521.70976
4471,6.57,10.03,0.0084,4965.26436
4472,18.78,0.29,0.0049,9175.51362
4473,16.86,25.18,0.0054,6811.91208
4474,7.02,3.79,0.0065,4390.0623
4475,18.44,29.38,0.003,3906.6983999999998
4476,24.88,16.86,0.007,14479.662400000001
4477,11.98,11.96,0.0046,4851.70832
4478,5.72,16.79,0.0044,2094.22928
4479,5.26,22.39,0.0063,2571.84018
4480,4.94,19.03,0.002,799.9836000000001
4481,20.03,17.78,0.0048,7904.95968
4482,19.17,8.35,0.005,8784.6525
4483,14.44,3.17,0.0049,6851.30348
4484,5.53,29.47,0.0011,429.0339900000001
4485,19.64,14.51,0.0029,4869.1684399999995
4486,3.96,24.31,0.0028,839.2507200000001
4487,7.24,7.13,0.0016,1075.80608
4488,16.06,8.7,0.0072,10557.201599999999
4489,5.29,34.04,0.0015,523.3926
4490,12.9,31.41,0.003,2654.433
4491,4.09,3.94,0.0056,2200.1582399999998
4492,11.07,15.45,0.0015,1403.9527500000004
4493,10.28,16.11,0.0013,1121.1059599999999
4494,23.37,5.67,0.0029,6393.0270900000005
4495,10.36,11.88,0.0002,182.58464
4496,10.09,35.95,0.0017,1098.6496499999998
4497,24.78,13.87,0.0056,11952.08784
4498,20.46,2.81,0.0012,2386.2088799999997
4499,23.18,32.93,0.0028,4353.111280000001
4500,5.81,36.65,0.0025,920.1587499999998
4501,12.35,2.68,0.0003,360.57059999999996
4502,5.34,38.5,0.0091,2988.531
4503,16.71,0.68,0.0089,14770.77108
4504,0.1,5.16,0.0032,30.348800000000004
4505,15.42,2.02,0.0049,7403.172839999999
4506,18.03,12.52,0.0084,13249.020960000002
4507,0.46,30.76,0.0041,130.58664000000002
4508,8.07,38.79,0.0073,3605.942310000001
4509,19.05,15.27,0.0071,11460.15615
4510,1.08,38.87,0.008,528.1632
4511,1.47,21.06,0.0035,406.14630000000005
4512,5.88,34.35,0.0053,2045.9166
4513,21.34,8.85,0.0009,1750.6269000000002
4514,18.42,8.0,0.0003,508.39199999999994
4515,18.0,26.79,0.0014,1844.892
4516,5.31,6.84,0.0068,3363.8212799999997
4517,22.14,27.14,0.0052,8388.226079999999
4518,22.87,8.22,0.0089,18681.17654
4519,10.95,14.24,0.0087,8169.926399999999
4520,7.19,3.2,0.0091,6333.5271999999995
4521,22.73,30.69,0.0086,13548.580180000003
4522,5.28,36.81,0.0042,1401.30144
4523,22.71,27.68,0.0098,16095.39456
4524,0.03,25.67,0.0051,11.372489999999999
4525,21.84,39.67,0.0075,9882.054
4526,12.34,6.85,0.0092,10575.133199999998
4527,4.89,1.38,0.0028,1350.30504
4528,4.25,22.9,0.01,3276.7500000000005
4529,11.74,3.77,0.0019,2146.50638
4530,18.67,10.01,0.0075,12600.849750000001
4531,7.17,31.92,0.0065,3172.8684
4532,24.98,21.82,0.0064,12498.792960000002
4533,13.25,36.02,0.0044,3730.034
4534,0.22,14.87,0.0045,84.27869999999999
4535,10.52,33.98,0.0046,3194.83984
4536,17.28,34.47,0.0069,7813.27296
4537,11.98,10.9,0.0028,2988.7704
4538,4.31,26.05,0.0031,988.04595
4539,10.79,19.65,0.0091,7889.48615
4540,2.28,12.05,0.0076,1523.9976
4541,12.44,14.45,0.003,3192.726
4542,5.32,6.18,0.007,3493.8568000000005
4543,3.28,5.1,0.0029,902.6887999999999
4544,4.04,22.26,0.0012,376.88352
4545,1.26,36.93,0.0079,627.7987800000001
4546,11.98,8.44,0.0083,9104.17704
4547,20.27,23.61,0.0032,4954.96096
4548,0.32,24.95,0.0009,21.6144
4549,6.08,15.83,0.0042,2149.36512
4550,10.79,4.85,0.0048,4928.0088
4551,11.67,6.41,0.0042,4587.220259999999
4552,21.13,21.62,0.0027,4471.65738
4553,21.47,30.12,0.0022,3300.7119199999997
4554,20.81,33.55,0.0035,4839.88575
4555,17.95,17.78,0.0008,1180.6792
4556,12.25,18.21,0.0028,2805.397
4557,2.03,6.88,0.002,378.06719999999996
4558,15.67,33.49,0.0001,104.22117000000001
4559,19.78,25.92,0.0065,9524.465599999998
4560,1.85,28.48,0.0092,1217.2704
4561,9.03,7.99,0.0098,8142.332939999999
4562,0.88,0.77,0.0047,410.41528
4563,15.59,8.32,0.0098,14007.053760000003
4564,8.77,20.26,0.0077,5384.762460000001
4565,12.06,15.28,0.0037,3780.3758399999997
4566,5.72,29.6,0.0024,966.4511999999999
4567,11.85,34.65,0.0059,4568.945249999999
4568,3.51,16.76,0.0037,1081.03788
4569,19.94,15.54,0.0076,12799.406240000002
4570,24.57,17.73,0.0045,9096.18255
4571,13.72,15.68,0.0064,7403.970560000001
4572,16.71,12.93,0.0007,1018.4577900000002
4573,2.12,31.37,0.0021,305.54076
4574,9.19,37.66,0.0073,4182.203579999999
4575,1.83,2.03,0.0015,268.92765
4576,16.96,23.4,0.0014,1818.7904
4577,0.16,2.77,0.0008,12.445440000000003
4578,7.26,23.23,0.0019,1058.9653799999999
4579,7.5,1.51,0.0092,6795.81
4580,11.36,14.82,0.0073,7063.807040000001
4581,15.72,25.99,0.0086,10005.55992
4582,9.89,29.68,0.0019,1321.3831200000004
4583,4.8,11.81,0.0048,2031.8976
4584,7.93,29.58,0.0005,279.21529999999996
4585,9.94,19.82,0.0082,6535.3114399999995
4586,3.46,1.85,0.006,2037.5940000000003
4587,15.84,8.51,0.0032,4637.44512
4588,24.02,21.29,0.0021,3970.2898199999995
4589,13.01,31.92,0.0094,8325.77552
4590,2.24,21.7,0.0029,508.6368
4591,14.87,7.5,0.0097,13342.1075
4592,18.03,25.63,0.0022,2949.9604200000003
4593,1.42,29.97,0.0096,954.64896
4594,0.48,11.94,0.0042,177.52896
4595,17.7,0.21,0.0092,16249.8036
4596,6.48,0.03,0.0003,194.34168
4597,18.45,38.18,0.0037,4220.1423
4598,4.84,3.5,0.0016,747.2959999999999
4599,24.03,24.96,0.0033,5950.59696
4600,24.24,0.67,0.0071,17095.09032
4601,14.03,9.43,0.0098,12452.831579999996
4602,6.31,32.2,0.0072,3080.289599999999
4603,15.45,19.94,0.0067,8287.4109
4604,2.01,22.03,0.0005,78.35984999999998
4605,4.26,38.54,0.009,2356.3763999999996
4606,6.03,15.4,0.0077,3928.0625999999997
4607,20.8,11.37,0.0074,13641.9296
4608,0.36,29.03,0.0096,245.27231999999995
4609,7.13,8.49,0.0058,3784.3045399999996
4610,1.75,2.12,0.0052,890.7080000000001
4611,21.86,34.56,0.0091,13017.717439999999
4612,13.5,22.01,0.0098,10318.077000000001
4613,19.03,9.01,0.0084,14544.93348
4614,0.48,32.31,0.0036,116.96832
4615,2.9,24.68,0.0047,1026.6116
4616,3.68,27.81,0.0076,2019.00992
4617,2.99,9.05,0.0091,2474.6585500000006
4618,17.72,16.05,0.0086,12793.3084
4619,8.36,24.06,0.002,1269.7168
4620,18.67,6.6,0.0005,871.889
4621,10.0,23.88,0.0015,1141.8
4622,0.28,6.17,0.0062,162.88888000000003
4623,19.5,28.05,0.0088,12346.62
4624,10.15,3.15,0.002,1966.0550000000003
4625,2.13,32.96,0.004,571.1808
4626,0.19,10.42,0.0059,100.41918
4627,6.68,33.94,0.0091,4015.655280000001
4628,24.25,26.41,0.006,10707.345
4629,23.28,32.94,0.0027,4215.123360000001
4630,18.59,21.53,0.0083,12107.68559
4631,17.65,0.35,0.008,14070.58
4632,11.25,17.76,0.0087,8049.239999999999
4633,20.76,12.4,0.0091,16549.041600000004
4634,3.17,39.35,0.0018,346.06890000000004
4635,18.75,1.22,0.003,5556.375
4636,7.12,0.49,0.0092,6518.303040000001
4637,1.69,22.5,0.0026,340.53499999999997
4638,20.96,22.26,0.006,9776.5824
4639,11.19,30.51,0.0095,7387.13445
4640,11.44,17.34,0.0015,1418.4455999999998
4641,16.49,26.7,0.0027,3263.5359000000003
4642,9.58,33.28,0.0059,3771.1478399999996
4643,14.08,32.55,0.0028,2659.1488000000004
4644,23.6,31.29,0.0058,9405.024800000001
4645,11.15,19.68,0.0067,6000.305600000001
4646,0.53,5.24,0.0046,231.02488000000002
4647,17.78,1.71,0.0056,9786.53872
4648,2.4,7.2,0.0089,1982.2079999999999
4649,2.33,8.89,0.0024,509.48712
4650,19.44,30.74,0.0036,4847.09184
4651,20.35,9.54,0.005,9204.305000000002
4652,19.86,19.84,0.0076,12099.02976
4653,15.2,3.68,0.0067,9809.2288
4654,24.47,4.52,0.001,2336.3956
4655,14.37,36.62,0.0084,7650.47304
4656,19.98,16.14,0.0048,8042.50944
4657,18.35,31.87,0.0095,11876.76225
4658,1.86,36.22,0.0074,877.8679200000003
4659,21.36,35.93,0.0061,8348.06472
4660,0.96,35.3,0.0092,571.4304
4661,17.99,12.36,0.0055,8671.5398
4662,23.77,31.81,0.0002,324.17526
4663,5.98,22.09,0.0052,2422.68936
4664,12.62,36.16,0.0087,7009.24896
4665,16.17,27.39,0.0024,2817.84888
4666,1.69,25.04,0.0046,582.73904
4667,15.71,8.23,0.0036,5190.14412
4668,21.85,22.0,0.0032,5453.760000000001
4669,4.25,14.71,0.0074,2682.3705
4670,6.14,34.06,0.0094,3805.7930399999996
4671,9.95,24.67,0.0072,5396.641199999999
4672,8.97,10.86,0.0069,5517.14202
4673,3.93,3.02,0.0069,2629.80666
4674,0.21,28.31,0.0033,49.68117
4675,19.51,15.72,0.0024,3946.32672
4676,4.08,29.6,0.0055,1579.7759999999998
4677,21.91,21.23,0.0019,3279.1163299999994
4678,7.98,6.66,0.0067,4990.51644
4679,15.47,34.7,0.0028,2828.5348000000004
4680,9.53,4.18,0.0037,3378.7090200000002
4681,18.89,0.47,0.0053,9964.645009999998
4682,0.76,27.32,0.0067,370.08656
4683,2.8,27.45,0.0041,832.8740000000001
4684,10.08,5.24,0.0053,5062.45824
4685,16.39,21.6,0.0046,5910.8896
4686,10.47,14.23,0.002,1796.0238
4687,15.2,6.03,0.0087,12426.5928
4688,11.51,35.39,0.0017,1264.2238699999998
4689,18.46,12.44,0.009,14547.2184
4690,20.07,35.32,0.0064,8308.016640000002
4691,5.21,9.11,0.0028,1325.9033200000001
4692,2.59,8.51,0.005,1184.7955
4693,11.19,30.08,0.0007,547.68336
4694,19.77,14.4,0.0003,507.6936
4695,23.94,9.79,0.0091,19652.609340000003
4696,16.21,8.97,0.002,2951.1926000000003
4697,16.48,25.16,0.005,6166.816
4698,7.71,9.73,0.008,5567.8536
4699,17.48,19.94,0.0001,139.94488
4700,14.14,29.23,0.004,4002.7512
4701,11.09,8.01,0.0078,7957.318979999998
4702,7.53,8.56,0.003,2065.6296
4703,15.01,15.22,0.0026,3308.62428
4704,3.49,35.71,0.0059,1323.7953900000002
4705,18.2,13.9,0.0097,15200.094000000001
4706,9.08,7.64,0.0058,4864.0470399999995
4707,19.04,38.26,0.0043,5054.777279999999
4708,7.91,1.8,0.001,776.7620000000001
4709,10.87,7.54,0.0056,5628.225119999999
4710,1.88,32.91,0.0017,214.41964
4711,4.36,7.0,0.0008,324.384
4712,3.14,30.28,0.0079,1729.4743200000005
4713,1.98,34.39,0.0041,532.62198
4714,18.77,19.0,0.0004,608.148
4715,6.2,15.7,0.0039,2038.374
4716,5.99,22.75,0.0095,4395.911249999999
4717,18.48,6.19,0.0099,17162.727120000003
4718,8.43,1.97,0.0017,1404.8679299999997
4719,15.05,16.12,0.0036,4544.6184
4720,21.69,18.25,0.0069,12234.786750000001
4721,6.06,19.6,0.0052,2533.5648
4722,24.37,1.23,0.0056,13479.339440000002
4723,6.4,14.39,0.0041,2246.4064000000003
4724,13.24,36.87,0.0044,3677.70128
4725,2.2,29.46,0.0017,263.81960000000004
4726,13.85,7.85,0.0043,5487.9932499999995
4727,21.91,23.25,0.0046,7735.3255
4728,1.78,5.21,0.0081,1366.68222
4729,12.99,25.15,0.0015,1458.45225
4730,21.52,18.66,0.0033,5776.44144
4731,3.42,23.06,0.0015,394.70219999999995
4732,21.38,27.63,0.0049,7581.62594
4733,2.58,25.32,0.0044,847.76736
4734,4.88,39.06,0.0094,2795.43968
4735,9.4,37.01,0.0031,1835.5285999999999
4736,24.7,5.48,0.0034,7937.7896
4737,13.22,37.82,0.0086,7069.36856
4738,17.08,21.5,0.0061,8178.758
4739,13.9,0.58,0.0056,7738.8528
4740,11.0,7.38,0.0094,9576.908000000001
4741,9.88,20.93,0.0005,390.60580000000004
4742,10.7,0.59,0.0083,8828.6021
4743,20.93,28.75,0.001,1491.2625
4744,23.37,39.85,0.0022,3092.5521
4745,9.2,31.41,0.0077,4858.915599999999
4746,8.2,8.8,0.0081,6057.504
4747,23.65,15.3,0.0033,6610.411499999999
4748,23.52,18.88,0.0026,4960.65024
4749,10.55,24.9,0.0021,1663.8405000000002
4750,5.54,14.17,0.009,4279.4838
4751,0.46,17.6,0.0061,231.21440000000004
4752,20.1,34.53,0.002,2631.8940000000007
4753,21.1,2.05,0.0098,20254.101000000002
4754,12.61,1.65,0.0076,9425.470599999999
4755,17.77,14.9,0.0073,11039.257099999999
4756,9.03,0.92,0.0077,6889.131479999999
4757,8.49,6.02,0.0058,4627.76316
4758,9.58,8.49,0.0096,8415.99168
4759,7.3,18.11,0.0034,2032.5097999999996
4760,23.08,20.99,0.0058,10576.59464
4761,4.76,4.31,0.0072,3279.4876799999997
4762,20.73,7.21,0.0054,10387.09818
4763,18.85,2.71,0.0024,4401.3996
4764,22.85,12.84,0.0093,18521.9358
4765,3.75,39.65,0.0029,656.30625
4766,21.1,27.36,0.0087,13334.5248
4767,21.15,29.12,0.0095,14241.563999999998
4768,0.15,27.81,0.0041,44.39685
4769,0.41,21.82,0.0082,262.84116
4770,8.81,14.36,0.0086,6488.600240000001
4771,6.05,13.84,0.0021,1094.6628
4772,14.25,17.0,0.0006,709.6499999999999
4773,22.2,39.96,0.0091,12129.280800000002
4774,9.72,4.01,0.0093,8677.11204
4775,13.11,35.45,0.0082,6939.2541
4776,8.17,25.86,0.0058,3513.1980399999998
4777,10.23,5.72,0.0016,1543.1750399999999
4778,0.21,12.33,0.0068,125.19275999999999
4779,7.53,30.64,0.0056,2924.77248
4780,3.72,36.16,0.0064,1519.9027200000003
4781,19.98,25.66,0.0043,6386.84676
4782,1.19,14.91,0.0074,749.3025399999999
4783,0.8,13.41,0.0057,394.85040000000004
4784,12.31,34.23,0.0003,242.88860999999994
4785,17.77,28.46,0.0025,3178.1645000000003
4786,5.24,32.27,0.009,3194.1468
4787,4.91,14.13,0.0034,1433.5137800000002
4788,9.86,34.03,0.005,3252.3209999999995
4789,15.67,32.14,0.0014,1488.7126799999999
4790,21.47,37.93,0.0043,5730.36447
4791,20.67,9.58,0.0091,17007.730740000003
4792,22.12,27.88,0.0004,638.11776
4793,21.62,6.14,0.005,10146.266
4794,0.76,29.03,0.0068,366.77296
4795,20.17,14.96,0.003,5145.7704
4796,21.06,13.27,0.0085,15525.5373
4797,3.84,30.66,0.0024,639.03744
4798,1.5,19.28,0.0045,544.86
4799,15.06,31.29,0.0017,1759.1134200000001
4800,8.01,15.65,0.0075,5067.32625
4801,1.44,22.53,0.0021,234.26927999999998
4802,3.67,28.17,0.0067,1766.22787
4803,12.76,25.95,0.0094,8881.853200000001
4804,7.89,9.27,0.0041,2935.02477
4805,21.68,24.02,0.0053,8730.40592
4806,18.79,28.0,0.0038,5140.9439999999995
4807,13.67,26.15,0.0066,6662.8947
4808,3.57,17.08,0.0081,2397.79764
4809,21.3,35.05,0.003,4150.305
4810,24.08,35.42,0.0072,11196.622079999997
4811,21.02,27.77,0.0076,11538.88696
4812,19.21,29.09,0.0069,9399.04959
4813,3.72,29.87,0.0051,1330.50636
4814,8.2,38.76,0.0065,3264.0919999999996
4815,9.21,23.77,0.0075,5265.58725
4816,24.17,2.44,0.006,14148.1512
4817,21.79,31.28,0.009,13476.6792
4818,17.46,3.58,0.0093,15656.48676
4819,16.73,34.49,0.0016,1753.5716800000002
4820,10.52,27.58,0.0093,7085.283119999999
4821,5.79,14.23,0.0083,4121.84889
4822,1.23,18.48,0.0053,531.4288799999999
4823,12.19,14.86,0.0056,5811.9969599999995
4824,12.68,30.16,0.0035,3099.4992
4825,11.65,17.81,0.0082,7851.610700000002
4826,18.39,20.03,0.0015,2205.9724499999998
4827,22.41,18.68,0.0022,4009.2386400000005
4828,5.64,28.07,0.0087,3529.4612399999996
4829,9.11,26.21,0.0015,1008.34035
4830,3.82,39.03,0.0036,838.4594399999997
4831,23.51,23.17,0.0048,8670.11184
4832,8.34,24.06,0.0042,2660.02632
4833,5.72,38.32,0.0042,1481.8003199999998
4834,22.05,8.73,0.0073,14691.275549999998
4835,2.15,9.24,0.0093,1814.7462
4836,21.99,34.74,0.0054,7749.36396
4837,8.77,3.42,0.0025,2117.5164999999997
4838,11.4,13.95,0.0038,3727.686000000001
4839,1.28,33.1,0.0004,34.25280000000001
4840,4.41,7.26,0.0038,1554.1369200000001
4841,11.91,17.66,0.0076,7453.08744
4842,17.0,15.04,0.009,12998.88
4843,15.09,4.0,0.0001,144.864
4844,0.34,30.46,0.0064,151.31904000000003
4845,10.95,33.98,0.0094,6795.4385999999995
4846,23.65,7.64,0.0097,21187.8458
4847,13.31,9.47,0.0091,10965.084130000001
4848,24.02,34.0,0.0026,4121.8319999999985
4849,14.52,18.76,0.0004,471.84191999999996
4850,13.55,2.29,0.001,1323.9705000000001
4851,22.68,22.39,0.0033,5808.6428399999995
4852,18.97,19.28,0.005,7656.2919999999995
4853,21.38,39.05,0.0085,11076.443500000001
4854,16.82,16.27,0.0046,6478.35756
4855,24.6,34.89,0.0031,4965.288600000001
4856,1.38,33.65,0.0086,787.4418
4857,1.77,10.62,0.0096,1518.7449600000002
4858,16.5,12.03,0.0047,6822.0735
4859,11.75,2.57,0.0004,457.92100000000005
4860,21.24,2.07,0.0074,15392.245679999996
4861,6.56,39.89,0.0017,670.3467199999999
4862,4.89,13.73,0.0001,42.186029999999995
4863,16.34,26.55,0.0043,5160.7438999999995
4864,3.46,24.59,0.0065,1695.9709
4865,11.14,30.39,0.0088,6824.00752
4866,11.18,20.3,0.008,7128.368
4867,5.79,12.29,0.002,1015.6818
4868,20.05,28.26,0.0085,12226.289500000003
4869,20.99,22.04,0.0088,14400.14752
4870,9.39,15.06,0.001,797.5866
4871,23.04,34.1,0.0013,1973.8367999999998
4872,22.54,35.26,0.0091,13279.080359999998
4873,11.89,17.23,0.0008,787.3082400000002
4874,12.43,32.1,0.0091,7680.3727
4875,2.67,37.77,0.0087,1445.5406699999996
4876,8.56,30.17,0.0045,2689.8515999999995
4877,3.0,14.0,0.0073,1883.4
4878,23.26,22.2,0.0091,16467.614800000003
4879,11.77,24.47,0.0015,1333.48215
4880,12.2,39.1,0.0067,4977.965999999999
4881,7.54,32.53,0.0051,2594.49138
4882,11.0,20.38,0.0084,7356.888
4883,17.07,31.41,0.01,11708.313
4884,11.26,30.8,0.0071,5532.263199999999
4885,15.97,29.53,0.0067,7540.21953
4886,11.11,5.3,0.002,2104.234
4887,3.65,8.29,0.0044,1472.8626000000002
4888,4.0,10.16,0.0002,71.872
4889,14.38,16.73,0.0061,7304.277859999999
4890,9.34,8.85,0.0047,4001.3027
4891,23.92,31.73,0.0073,11921.03432
4892,1.03,10.54,0.0098,903.0092400000002
4893,18.93,11.16,0.0011,1849.91532
4894,3.43,24.83,0.0089,2294.7145900000005
4895,12.49,2.62,0.0001,121.62762000000001
4896,1.25,2.85,0.0063,765.05625
4897,5.0,26.3,0.0087,3205.95
4898,13.5,5.87,0.0026,3303.963
4899,14.28,35.92,0.008,7320.499199999999
4900,7.89,24.96,0.004,2368.2623999999996
4901,5.81,19.36,0.0077,3607.5916799999995
4902,4.81,21.43,0.0075,2834.41275
4903,2.6,33.18,0.009,1563.5880000000002
4904,11.3,26.73,0.009,7451.559000000001
4905,17.12,20.56,0.0008,1088.01024
4906,0.06,18.62,0.0022,10.74216
4907,0.21,27.22,0.0065,99.34469999999999
4908,0.95,23.85,0.0015,108.51375
4909,10.51,9.84,0.0088,8338.71808
4910,18.79,16.09,0.0074,11667.34986
4911,0.53,4.14,0.0093,472.49394
4912,5.28,28.43,0.0028,1058.09088
4913,0.78,4.22,0.0098,732.1423199999999
4914,24.22,19.18,0.0069,13506.47676
4915,14.32,7.87,0.0013,1715.0920800000001
4916,6.35,9.1,0.0087,5021.7705
4917,12.22,24.15,0.002,1853.7740000000001
4918,21.28,19.41,0.0003,514.48656
4919,5.34,3.98,0.0085,4358.3478
4920,21.08,27.54,0.0029,4429.624719999999
4921,18.49,16.06,0.0036,5587.38216
4922,23.49,32.76,0.0052,8213.23152
4923,0.08,8.64,0.0092,67.24096
4924,8.72,8.98,0.0036,2857.2998400000006
4925,13.78,28.87,0.0096,9409.64544
4926,14.99,19.18,0.0052,6299.7573600000005
4927,11.95,16.19,0.0056,5608.565199999999
4928,4.86,9.84,0.0092,4031.2339199999997
4929,2.66,16.55,0.0036,799.1171999999999
4930,6.04,22.88,0.0094,4378.56512
4931,23.65,13.23,0.0013,2667.74365
4932,18.67,7.63,0.0057,9829.923030000002
4933,11.47,32.66,0.0066,5097.77268
4934,4.42,20.24,0.0099,3490.1380800000006
4935,24.33,17.3,0.0019,3822.9728999999998
4936,12.96,7.18,0.0028,3368.25216
4937,7.62,31.55,0.0009,469.4301
4938,0.89,39.36,0.0055,296.8328
4939,10.14,37.87,0.0028,1763.99496
4940,13.55,7.32,0.0084,10548.837599999999
4941,0.81,15.22,0.0015,103.00770000000001
4942,4.47,1.3,0.0073,3220.6797
4943,14.59,4.34,0.0066,9211.484040000001
